-18.055012, -130.050003
-15.055012, -130.050003
-10.000000, -130.050003
-7.000000, -130.050003
-4.000000, -130.050003
0.000000, -130.050003
2.991345, -130.114136
5.774704, -131.105896
8.002007, -133.084198
9.555079, -135.599747
9.950000, -140.000000
9.950150, -143.000198
10.226305, -145.992416
11.021341, -148.890228
12.310768, -151.604446
14.054869, -154.051407
16.199913, -156.155746
18.679836, -157.852676
21.418236, -159.089874
24.330765, -159.829269
30.000000, -160.050003
35.000000, -160.050003
38.000210, -160.049850
40.992409, -159.773682
43.890244, -158.978638
46.604446, -157.689224
49.051411, -155.945114
51.155762, -153.800079
52.852676, -151.320160
54.089886, -148.581757
54.829277, -145.669235
55.049999, -140.000000
55.049999, -135.000000
55.049999, -135.000000
55.431438, -132.052017
56.463772, -129.238998
57.012581, -126.298508
55.988216, -123.489571
53.975021, -121.280869
53.075089, -118.486168
53.703568, -115.599564
55.049999, -110.000000
54.985085, -106.996216
53.978825, -104.172180
51.984219, -101.925072
49.433277, -100.350533
45.000000, -99.949997
42.000000, -99.949997
39.000000, -99.949997
36.000000, -99.949997
33.000000, -99.949997
30.000000, -99.949997
25.000000, -99.949997
22.000000, -99.949997
19.000055, -99.949966
16.234251, -99.110046
15.057636, -96.492554
15.727243, -93.657906
18.088593, -91.978325
21.065151, -91.850006
25.000000, -91.850006
28.000000, -91.850006
31.000000, -91.850006
34.000000, -91.850006
37.000000, -91.850006
40.000000, -91.850006
45.000332, -91.850006
48.000332, -91.850006
51.000332, -91.850006
54.001980, -91.827995
56.979904, -91.428299
59.799377, -90.389023
62.320591, -88.754074
64.444023, -86.628410
66.364761, -84.320793
68.009186, -81.806015
69.188751, -79.042297
69.864647, -76.114365
70.047989, -73.115730
70.050003, -70.000000
70.050003, -67.000000
70.050003, -64.000000
70.050003, -60.000000
70.050003, -57.000000
70.050003, -54.000000
70.050003, -51.000000
70.050003, -48.000000
70.050003, -45.000000
70.050003, -39.999825
69.985062, -36.996048
68.978729, -34.172035
66.984085, -31.924950
64.433105, -30.350473
59.999825, -29.950001
56.996048, -30.014935
54.172035, -31.021273
51.924953, -33.015911
50.350471, -35.566891
49.950001, -40.000175
49.885838, -42.991516
48.893997, -45.774849
46.915661, -48.002125
44.400089, -49.555138
39.999699, -49.950001
37.017193, -50.314869
34.156376, -51.228504
31.254631, -51.893379
28.298807, -51.605614
25.597416, -50.371841
23.059738, -48.769901
20.152172, -48.019707
17.158722, -48.256298
14.301100, -49.180267
10.000000, -49.950001
7.000000, -49.950001
4.000000, -49.950001
0.998624, -49.970844
-1.990405, -50.276245
-4.876308, -51.113731
-7.556338, -52.472874
-9.937150, -54.306332
-11.940765, -56.545464
-13.666393, -59.002182
-15.355097, -61.481754
-17.043800, -63.961323
-18.753284, -66.424438
-20.988174, -69.267708
-22.925522, -71.558273
-24.876606, -73.834343
-27.082779, -75.847816
-29.616713, -77.429207
-32.336437, -78.685219
-35.187592, -79.575203
-40.000000, -79.949997
-43.000000, -79.949997
-46.000000, -79.949997
-50.000000, -79.949997
-53.000000, -79.949997
-56.000000, -79.949997
-58.841667, -80.777405
-60.044220, -83.467133
-59.302841, -86.343872
-56.818981, -87.966331
-53.814487, -88.050003
-50.000000, -88.050003
-47.000000, -88.050003
-44.000000, -88.050003
-41.000000, -88.050003
-38.000000, -88.050003
-35.000000, -88.050003
-32.000000, -88.050003
-29.000000, -88.050003
-26.000000, -88.050003
-23.000000, -88.050003
-20.000000, -88.050003
-17.000788, -88.054115
-14.047342, -88.438599
-11.324666, -89.637680
-9.029716, -91.541451
-7.021997, -93.754837
-5.643783, -96.391373
-5.076417, -99.312302
-5.050000, -103.000000
-5.050000, -106.000000
-5.050000, -109.000000
-5.050000, -113.000000
-5.050000, -116.000000
-5.050000, -119.000000
-5.050000, -122.000000
-5.050000, -125.000000
-5.050000, -128.000000
-5.050000, -131.000000
-5.050000, -134.000000
-5.050000, -137.000000
-5.050000, -140.000000
-5.050000, -143.000000
-5.050000, -142.000000
-5.063893, -144.997940
-5.632470, -147.913483
-7.124508, -150.480759
-9.219298, -152.615784
-11.718559, -154.220001
-14.605610, -154.914810
-20.000000, -154.949997
-25.000210, -154.949997
-28.000210, -154.949997
-30.989418, -154.853561
-33.823269, -153.966827
-36.218292, -152.205887
-38.242325, -150.008408
-39.558758, -147.346832
-39.950001, -142.000000
-39.950001, -138.999664
-39.950001, -139.999664
-39.820358, -137.016052
-38.797092, -134.231232
-36.873497, -131.972488
-34.286961, -130.519257
-30.055012, -130.050003
-27.055012, -130.050003
-24.055012, -130.050003
-21.055012, -130.050003